age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,Backgound,randg,ID
43,Private,350661,Prof-school,15,Separated,Tech-support,Not-in-family,White,Male,0,0,50,Columbia,White Male,{39EDB22D-1B55-4228-B6AF-0630E4CB1B13},749
37,Private,186035,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,White Male,{5B801A3B-E6CF-4666-AF66-063555A636DE},12885
26,Private,247025,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,White Male,{70BD849C-FB7E-4D24-9E95-063786C04D6A},4319
32,Private,268147,Assoc-voc,11,Never-married,Tech-support,Unmarried,White,Female,0,0,60,United-States,White Female,{3D31EBD3-CA41-4591-AFE9-063A7DDA3DDB},30774
46,Private,172581,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,White Male,{AE005F1F-36A7-4A57-94F3-063B3914DDA1},17537
54,Local-gov,152540,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,United-States,White Male,{8DF45396-B83E-4F92-AC7F-063BC5A963D6},18197
22,Private,228411,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,White Male,{6A9B0564-D911-4FB0-AD36-063BFD887A71},30719
60,Private,132529,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,White Male,{AEF35CE7-1ED5-4A06-A2AF-063C5FE2E06A},18255
47,State-gov,30575,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,White Male,{A286F245-A9AF-4ACE-8955-063C84AC1072},9433
53,Self-emp-inc,96062,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,48,United-States,White Male,{F07E24A4-7491-450F-A2AA-063D96E0E3CB},17597
44,Local-gov,208528,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,White Male,{CD99E58D-CBBB-4C91-AE79-0640DAD361D6},25484
35,Private,452283,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,White Female,{D0806F3E-F08D-46C1-B794-06426C67E172},23167
36,Private,261382,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,White Male,{3026C490-252A-402A-B13D-0642C4383894},2384
26,Private,167350,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,White Male,{77A8A53D-7676-45E1-8FFA-06439367EFC0},2598
25,Private,250038,Masters,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,White Male,{AEAA646B-EB7E-4090-B089-06449ED7E841},14568
27,Private,200928,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,22,United-States,White Male,{FA12F682-2C65-4BF2-BBFC-06490103D4FF},30359
22,Private,216867,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,White Male,{B850ABFA-6DE4-45FB-8264-064C7BF60438},5208
43,Private,216497,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,White Female,{E9EDB15C-A5A5-4A63-806C-064CA68C4DCC},23060
51,Self-emp-inc,46281,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{5BE1DF07-F09C-495A-A301-064D88C8EB8B},28258
26,Private,66638,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,White Female,{FB16431E-7BD1-496F-9245-064DAAB6EF31},25613
37,Self-emp-inc,382802,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,99,United-States,Black Male,{986CDF4A-19CA-440F-A253-065205F9592A},3896
56,Private,179625,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,32,United-States,White Female,{55DF69F4-9EF7-47CE-AA1B-06534C0A64EE},10854
27,Private,177119,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,White Female,{6E00F25B-FF39-498F-AAB6-06613FDA510D},26724
28,Private,365411,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,White Male,{322DCE89-58BE-4322-A37D-066416848726},21328
67,Self-emp-not-inc,179285,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,White Male,{D26D6D68-A8F4-4B46-8680-066AB83C40CB},21540
51,Local-gov,155118,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States,White Female,{6A29E0A8-70B9-4706-A8B5-066D4CAE3AB7},23067
22,Private,514033,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,80,United-States,Black Male,{6F7FA36C-F8E4-4579-91F5-066E53CF45D0},14092
20,Private,184045,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States,Black Female,{8E87B1CF-4B35-4BC9-B646-066E84031288},30777
48,Federal-gov,188081,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,White Male,{309917A2-F3DF-4B98-84DF-066FD400968C},13960
55,Federal-gov,88876,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,Asian-Pac-Islander Male,{E9B0486E-1894-48E8-A1C7-0672F1FA768A},12851
19,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,White Male,{3150B358-D50B-482F-BE6A-0673D3E92C22},12182
34,Private,94413,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,White Male,{4F6693B2-03E3-4663-8329-0676DA216B17},17406
38,Federal-gov,201617,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,White Female,{A0E7AA51-78C8-4016-8D2C-067AC21E9176},26445
54,Private,188136,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,1408,38,United-States,White Female,{86D77DFC-1D39-4978-8CE7-067FB10C6F2E},19668
43,Private,293305,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,White Male,{27C88319-FE84-4DE2-A38D-067FCAB2739D},5447
47,Private,222529,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,White Male,{87100CBD-6B09-4285-8139-0685C4E39FAC},30702
52,Private,117674,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,White Male,{3C46BBC6-8738-4071-A9F2-0686F9177EFB},3725
43,Private,64506,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,White Male,{20189416-933C-4CBA-9C10-06874D31F477},29299
42,Private,123816,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,Black Female,{F5BD8AF8-A596-4D19-9573-068B24D32CD6},15178
23,Private,218899,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,White Female,{A74A0358-0A05-444F-A166-068B87C6C70E},24755
60,Private,240951,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,White Female,{9B39E3DE-08A8-4211-B175-0690846739D3},30607
57,Private,171242,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{6CCE34E3-838A-448C-88B6-0690D74F3027},12878
42,Federal-gov,158926,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,Asian-Pac-Islander Female,{F0C03FE7-F303-4AC7-8236-0695C4BA76E1},6048
51,Self-emp-inc,195638,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,White Female,{032D931A-F153-493C-B98A-0695D16D7C45},23002
62,Private,266624,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,6418,0,40,United-States,White Male,{B1DE5033-C1DD-470C-A3EA-0695F183C236},22568
22,Private,117789,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,White Female,{3640ED11-B9F4-483D-8B09-069631F8CF83},2234
46,Local-gov,267588,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States,White Female,{E08E72F6-0A3C-431C-BCDB-0696BB43F70C},3095
41,Private,406603,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,6,Iran,White Male,{796E3B1F-9005-40EB-97BF-069D6A57B7EE},7237
24,Private,208882,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,Black Male,{47A16803-BE56-4036-B6A7-069FE038FBD4},26909
44,Private,313022,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,Black Male,{691F6B2E-B302-44D4-BF8D-069FF424B302},9179
31,Private,204829,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,White Male,{0DCB3E07-5309-43FB-9824-06A03D978085},13264
38,Federal-gov,172571,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,White Male,{126C607D-20D4-4711-B433-06A0814754A4},23333
39,Self-emp-not-inc,31848,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2829,0,90,United-States,White Male,{096120A4-6AD6-43B5-B47B-06A083CA17F6},8331
35,Private,381583,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,45,United-States,Other Male,{41FD1202-3E8D-49EE-A21A-06A128875698},20903
30,Federal-gov,319280,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,White Male,{B709504A-F00F-4E57-A7E2-06A44E05D251},19899
19,State-gov,127085,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,White Male,{CEBE1265-B3E8-4409-A952-06A6B44C4F3E},31621
47,Self-emp-not-inc,315110,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,White Male,{A2F0A7C8-AB0A-48AD-A973-06A9732B19DB},9757
43,Private,182254,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,White Female,{71F3A223-EDA5-42F6-BA28-06AACD95D360},4909
29,Private,109621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{D8EBF45C-8F97-48A4-89DA-06ABB7CFF743},11014
25,Private,189590,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,White Male,{8C56EC57-B777-4B7C-A100-06B44D15C2AB},1520
55,Private,147098,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,White Male,{C5E59771-66CB-4DA4-B86C-06B7BF87D095},5720
63,Self-emp-not-inc,181561,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,White Male,{98A08A9A-4CE7-44A6-97AB-06B7CF1296DA},15318
52,Private,162238,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,White Male,{60EE06BE-AF52-4A33-B634-06BAC459C70C},26109
29,Private,114224,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{F763275F-FA1C-43A7-9369-06C9AC10A9C6},8217
21,Private,27049,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,White Female,{1506E619-A3CF-4B25-9B08-06CA02E79EE7},19331
19,Private,140985,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,25,United-States,White Male,{63A8CE5E-8985-4FDD-A4F8-06CB04AE7A92},22738
39,Local-gov,164156,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,55,United-States,White Female,{38590CA3-B9C2-44D9-AE43-06CBF1592AD6},24108
46,Private,285750,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4064,0,55,United-States,White Male,{A1969DE4-42A0-4FF4-8B31-06CC6314ECEF},32484
50,Self-emp-not-inc,57758,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,White Male,{8F8270E0-879B-42E2-92E8-06CE10C1B4A9},3446
26,Private,206600,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,30,Mexico,White Male,{FBC7FF21-8F8E-4B68-8760-06D054E9B68C},23012
51,Local-gov,33863,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,White Male,{4F707ADD-6675-4EB7-BB88-06D19D6ECC1A},1415
35,Private,335704,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,White Male,{0200E8CC-8CA8-49C3-9DA4-06D810A3401C},18815
61,Private,225970,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,White Male,{6AB68B02-4209-4293-8493-06D8F25CDFA9},25671
20,Private,221661,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,White Female,{E71E0111-183F-469D-96A1-06DA0D5378C0},8344
44,Private,162643,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,White Female,{4D7D5717-737A-4962-9C2A-06DA8858B43B},28740
25,Private,273876,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,White Male,{64D37385-9AAD-464A-A28C-06DBA12B91CD},15005
34,Private,381153,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,White Male,{8B877C01-5BD6-473B-B2AD-06DBD9B2E366},22884
43,Private,209894,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,White Female,{1C4040B5-DB10-4D6E-8C3A-06E06F8D00A6},11592
30,Private,81282,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,White Female,{37B12518-C73A-4D9E-8C0D-06E0AFEFB0F7},28283
59,Private,199713,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{13EEB0EA-0C86-473E-B17B-06E10ED64DA5},1855
50,Local-gov,218382,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,Black Female,{56C6FF4D-3408-4EB8-92BD-06E6BB640484},25111
29,Local-gov,214706,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,White Female,{7905C5A7-B1D2-419F-B16B-06EA26D66E26},19305
22,State-gov,477505,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,White Male,{930C062F-5CE7-429F-BFA1-06F29DFD5FF4},30314
45,Private,88265,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,White Female,{F7435C73-C92F-49F2-9C93-06F38DA5B25A},6822
26,Private,276967,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,White Male,{308F3323-BAA5-4990-A041-06F670F41EC1},13495
50,Private,92811,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,White Male,{23BD15BD-37E4-49A8-848E-06FFF316AE27},31026
31,Private,198069,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,White Male,{3EF91D0F-4B40-4632-9F51-07016EE337F3},16202
24,Private,274398,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,Black Female,{C3BB7B99-DA24-46DD-BEB7-070281C65965},3366
49,Private,169818,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,Black Female,{D445D9E8-4ACB-450C-8A9F-0703BF3C032E},7811
26,Private,381618,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,White Male,{5197DC9F-433C-4E9E-9881-0703C2CBC578},13631
44,Private,103218,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Black Female,{C82C2C26-A75F-4E35-B908-07067E382F15},6791
72,Private,38360,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,16,United-States,White Female,{53099E4D-DA9C-46A3-B8F3-070709E7797A},6811
23,Private,167868,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{C00353C0-FB2A-4072-AB00-0708F221570C},14742
30,Private,255885,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{65222613-2BF4-4EA0-8D8D-070AAA080F62},245
21,Private,25265,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,White Male,{1AF062BE-DF06-47C6-A296-070B000E1B1B},24167
45,Local-gov,125933,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Black Female,{BCA3AF5C-A339-49BE-831A-070EBD8AF462},18101
59,Self-emp-inc,146477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{6AFA0749-23AE-4B5A-A824-070F69B78444},19261
44,Private,456236,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,White Male,{5BA1E66D-5C91-459D-953E-07125BB26AE0},32100
33,Private,150570,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,White Male,{A9BD9023-1CA3-4E99-85F0-07174B37C742},9830
35,Self-emp-not-inc,37778,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,55,United-States,White Male,{545EB38E-9D4C-4D87-B2BF-0718BA98ACC8},21627
34,Private,93169,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,Black Female,{EF7E98ED-104C-4827-AFA3-0719EB0D669F},32295
60,Private,166386,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong,Asian-Pac-Islander Female,{970979E8-6D7B-4174-9F8A-071A61E02758},19564
33,Local-gov,422718,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,White Male,{E41B11B3-CC57-4338-8849-071AC7B372BE},19833
50,Local-gov,425804,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,White Female,{003FD98E-C0AB-43D4-9E2B-071D1A85EEDA},13553
37,Private,105803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,White Male,{84E4DB18-2DBC-4A76-9C30-0721950486FD},24122
47,Private,105381,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,White Female,{8214D0EE-FB25-4BFB-8117-072A4FB14213},23995
35,State-gov,184659,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,White Male,{6589DA7E-ECCE-46BA-BE1D-072BDE81C1D7},25402
62,State-gov,33142,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,White Male,{8B85D9B3-D8F6-4217-844C-072C5D06856A},10577
34,Self-emp-not-inc,100079,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,55,India,Asian-Pac-Islander Male,{1588C2F3-FCA0-49EE-9CDA-072CE1964586},20815
34,Private,98283,Prof-school,15,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,1564,40,India,Asian-Pac-Islander Male,{46ACCE5F-781C-4C98-8B8A-072EE878D865},17736
42,Private,127314,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,White Male,{4D294BBB-CF54-4333-8996-073030BBAAF5},25795
45,Private,88500,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,White Male,{8BCC82FC-7A3E-4D72-99A9-0731DFEFAEC5},12042
47,Local-gov,203067,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,White Male,{2635B434-424A-4A34-BC7B-0733A8633932},24041
35,Private,93034,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,Asian-Pac-Islander Male,{B783B121-DCB8-48CA-A98E-07367140B69B},24044
20,Private,91939,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1721,30,United-States,Black Female,{4D261ED3-B552-4740-80EF-0736BF92FA7E},4707
47,Private,115813,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,White,Female,0,0,57,United-States,White Female,{F5FC9A6A-D1EF-4C84-8EB3-07387CDBE20B},20874
72,Private,107814,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2329,0,60,United-States,White Male,{0A613D74-865F-42C6-A3B1-0738E3BDEDE6},25539
34,Private,130369,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,1151,0,48,Germany,White Female,{3FADFFDF-1A6A-4C52-A995-0739BEE51BC8},29664
18,Private,214617,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,White Male,{3EC1EF25-AFF8-4DBE-BD0D-0739ECB67E82},7695
49,Private,233639,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,White Male,{08E03610-E438-49A5-8555-073B98D3739D},11420
46,Private,202560,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,White Female,{710BE28C-8F58-4DBA-BEAB-073D4DD6B242},23612
54,State-gov,119565,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico,White Male,{CEE51843-ACC2-4B4C-987E-0740EEF3F525},26656
45,Private,194772,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,White Male,{61160CE9-6BE4-44CB-8FAF-0742BB9715D6},14628
48,Private,149210,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,45,United-States,Black Male,{EC3F9C9F-C214-4916-89F1-0743E4A7A889},29494
32,Private,209538,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,White Male,{E13D7C2F-8F00-415C-A227-0745AEDE85B7},28504
42,Private,33126,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,White Male,{BF3A542F-2CB9-4C6A-B3CE-0745D626B9B9},28576
58,Private,51662,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,8,United-States,White Female,{4DEFA5A6-53AB-4630-AED0-07479B2B4549},1819
66,Private,127139,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{F47CAA20-324E-4A62-88E2-0747C2363DA9},6012
23,Private,162228,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,White Male,{822E8443-8542-4840-B7D8-074A3FEBCF04},10105
26,Private,369166,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Female,0,0,65,United-States,White Female,{2814017D-BDA3-4FD5-B7C1-074AB8CF9DC4},25456
30,Private,214063,Some-college,10,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,72,United-States,Black Male,{B5751A83-0D63-42B1-8601-074C09C91150},26306
35,Private,360814,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,White Male,{BBB98CD7-B00D-43C5-9735-074C5D5D0368},630
34,Private,167474,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,White Male,{A3239155-7D1C-42CB-8103-074C9C3C502A},28789
36,Private,230329,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,White Male,{F3AF2A00-7A4A-46DD-B0AF-074CD32B65FB},16520
38,Private,242720,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,White Male,{0D14D1C9-ABD7-49E9-AD39-074CF1870F43},3168
20,Private,204226,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,White Female,{4410A699-4CA6-42DA-85DF-07531A052805},29390
18,Private,190325,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,White Male,{8BEF0ED2-8548-425B-A723-0755B8B94B4A},17492
27,Private,101709,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,Asian-Pac-Islander Male,{6AD07360-6237-4DD9-BEAE-0755D8C27525},20399
31,Private,500002,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,White Male,{45AF1B9A-086C-42D0-89BC-0756CAFF80BF},15819
74,Private,211075,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,White Male,{239B0840-CDED-4CC8-8386-07593B88CEF6},1282
25,Private,212800,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,White Female,{0CEBC514-6A1F-4E89-B760-075A300FF31C},3227
69,Private,88566,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,1424,0,35,United-States,White Male,{E14189E4-5027-4BE0-A367-075F35FE5AE7},3808
34,Private,170772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,White Male,{EFDFEA92-2E5E-4AF9-AD2B-07645902CECD},10936
55,Self-emp-not-inc,283635,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,White Female,{B468F386-8F8B-4C27-809B-0764FA7C0995},23157
43,Private,358199,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,White Male,{F83023EF-4F5E-41E1-AADC-07686B646859},17322
24,Self-emp-not-inc,81145,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,75,United-States,White Female,{5BFEE432-5316-44B2-8366-07697BB7D95E},9719
48,Private,67725,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,White Male,{86F36E80-C7E1-44F7-B919-076999D81CD7},22018
36,Private,531055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,48,United-States,White Male,{E4DAE2FF-BE21-497D-BF44-076C35ADB902},32487
29,Private,34383,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,White Male,{D506BB07-89E7-4A71-B5DE-07725929D712},1896
59,Self-emp-not-inc,201263,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States,White Male,{4F92623C-5A70-4933-B358-07737E5EF9F0},10377
21,Private,250647,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,30,Nicaragua,White Male,{F7C680E3-C568-48BF-8640-07753F6EB372},23213
33,Self-emp-not-inc,422960,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,White Female,{EDE7E545-7C05-453B-A4AA-07779D877D0A},14613
43,State-gov,261929,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,25236,0,64,United-States,White Male,{89306DAE-A7F9-4DA9-8309-077B2750C24D},7579
19,Self-emp-not-inc,100999,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,White Female,{5207160A-C49E-472F-B21B-077B7AE94948},21330
54,Private,225599,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7298,0,40,India,Asian-Pac-Islander Male,{CCEF8C17-5DBB-4EEA-A055-077C25D52AB1},17612
27,Private,211184,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52,United-States,White Female,{4FF7F6E3-E615-49C5-9D36-0781F5EEA472},12281
46,Private,34377,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{25D3A994-49EA-47F5-86A0-078468AC5215},8126
23,Private,105617,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,White Male,{987484A7-B985-4C09-BF33-0784E5D45262},20914
